('3', '1'),0.08783783783783794,0.18225806451612903,0.09253065774804914,0.33333333333333326,0.1339285714285714,0.5384615384615385,0.11764705882352944,0.0,
('4', '1'),0.034220532319391594,0.3440968718466195,0.014044943820224809,0.22543352601156075,0.030303030303030276,0.8095238095238095,0.25,1.0,
('4', '0'),0.09183673469387754,0.26021798365122617,0.11587147030184997,0.3609022556390977,0.05531914893617018,0.5294117647058822,0.19047619047619047,0.33333333333333337,
('2', '0'),0.348314606741573,0.29805013927576607,0.07755102040816331,0.33333333333333326,0.0461538461538461,0.6666666666666667,0.0,1.0,
('3', '0'),0.11434511434511441,0.23903508771929827,0.1505791505791505,0.3742690058479532,0.0121212121212122,0.588235294117647,0.024390243902439046,0.33333333333333337,
('5', '0'),0.15625,0.2607003891050583,0.1428571428571428,0.3647058823529412,0.09615384615384626,0.7142857142857142,0.1578947368421053,1.0,
('7', '1'),0.08108108108108103,0.2727272727272727,0.1428571428571428,0.33333333333333326,0.23529411764705888,1.0,0.19999999999999996,1.0,
('5', '1'),0.03910614525139655,0.25988700564971756,0.09021113243762002,0.2713178294573644,0.0,0.0,0.2222222222222222,0.33333333333333337,
('6', '1'),0.04458598726114649,0.3089700996677741,0.08229426433915221,0.37391304347826093,0.10000000000000009,0.4545454545454546,0.09090909090909094,1.0,
('2', '1'),0.08695652173913038,0.04972375690607733,0.2028985507246377,0.4358974358974359,0.05555555555555558,1.0,0.5,1.0,
('6', '0'),0.16666666666666674,0.2727272727272727,0.20218579234972678,0.4915254237288136,0.1499999999999999,1.0,0.0,1.0,
('3', '3'),0.33333333333333326,0.09090909090909094,0.16666666666666663,1.0,0.0,None,0.0,None,
('7', '0'),0.0,0.5072463768115942,0.19999999999999996,0.33333333333333326,0.09090909090909083,None,0.0,None,
