74508690,4,0,1,3,16
25894178,3,0,1,5,16
88890055,3,1,1,3,16
98478247,4,0,1,3,17
38882910,5,1,1,2,17
29320438,4,0,1,3,17
19011244,3,1,1,2,17
29872494,3,0,4,5,17
75683419,3,1,1,3,17
76707945,4,0,1,6,17
56981152,4,0,1,5,17
36294970,3,1,1,5,17
38721135,4,0,1,3,17
48572000,3,0,1,3,17
57705633,3,0,1,4,17
77749495,4,0,1,5,17
28807393,5,0,1,3,17
34177192,4,1,1,5,17
29004959,2,0,1,3,17
43884909,3,1,1,4,17
53184735,2,1,1,3,17
12147486,4,0,1,3,17
95288799,4,0,1,3,17
13388417,4,1,1,3,18
88969196,3,1,1,2,18
83934692,4,1,1,5,18
37234047,4,1,1,5,18
75673728,3,1,2,3,18
27758217,5,1,1,3,18
26409284,4,0,1,3,18
36282840,2,0,1,3,18
84112031,4,0,1,6,18
73701867,6,1,1,5,18
11176252,3,0,1,6,18
50393801,4,0,1,5,18
25854163,4,0,1,3,18
79946969,5,0,1,5,18
45948385,3,0,1,5,18
64550381,4,0,1,2,18
42404311,3,1,1,5,18
22017073,2,0,1,3,18
61386741,3,1,4,3,18
80343929,5,1,2,6,18
20628871,5,0,1,1,19
78052957,5,0,1,5,19
58641781,7,1,1,6,19
68696202,4,0,1,5,19
69684926,7,1,1,3,19
12798804,2,1,1,3,19
60620244,4,1,1,4,19
42009170,3,0,7,6,19
45393913,3,0,1,5,19
74519780,7,0,1,6,19
66165175,2,0,3,3,19
30462923,4,1,1,5,19
85730852,4,1,1,5,19
58321444,5,1,1,4,19
78937205,3,1,1,5,19
13114219,5,1,1,3,19
39100082,3,0,1,7,19
53163150,5,0,1,6,19
64173932,3,0,4,5,19
66771662,5,1,1,5,19
31342079,3,0,1,6,20
23634879,3,1,1,5,20
28458082,3,0,4,6,20
57112467,4,0,4,5,20
18225096,3,1,1,5,20
96413902,3,0,7,5,20
50446346,3,0,2,3,20
48408020,3,0,1,5,20
42663599,4,0,1,3,20
52666247,3,0,3,2,20
32776557,2,0,1,2,20
85419995,4,0,1,3,20
82147394,3,0,1,2,20
62296677,4,1,1,3,20
20539726,5,1,1,5,20
32975971,6,0,1,3,20
10607886,3,1,1,3,20
14327591,5,0,1,2,20
96834042,3,0,1,4,20
18927842,3,1,1,2,20
