A103XX92AATRSG	None	None	None	None	None	-0.2705005486329688	0.02833493824933675	None	None	None	
A110SRJXQW7KMQ	-0.12565995282064496	0.2155164124336743	0.13191868544591534	0.09155591518238536	0.01634313764966238	-0.22310741199404055	-0.04890478533999988	-0.017500102756413404	0.10419007736936091	0.26714422754756806	
A11BLQKVW1951L	None	None	None	None	None	None	None	None	None	None	
A11X8QV9Y8TYZE	-0.025659952820644965	0.13551641243367435	0.09191868544591535	-0.02844408481761464	0.016343137649662387	0.016892588005959466	0.031095214660000127	-0.017500102756413404	-0.09580992263063909	0.26714422754756806	
A1242KIX4GFIKY	None	-0.3798413295960567	None	None	None	None	None	None	0.045364581574114514	None	
A12AXBTG45MWL2	None	-0.06831475511133728	None	0.24516917295253388	-0.2793778653068252	-0.14957628558947256	None	0.011621523570914366	0.4089922030385578	None	
A12QDESPJEK5BL	None	None	0.03260004455757933	None	None	None	0.23319263155705416	None	None	None	
A145XQ7P617F4H	None	None	0.01840964647123387	-0.3441660714059464	None	0.1738974607073459	0.13779792903799257	None	None	None	
A14E0Y5HPALKZN	None	None	None	None	None	None	None	None	None	None	
A14GU4D1F5W031	0.19723577366623896	0.1636270403954996	-0.03835091873613869	0.18404397995284982	0.10520142222378052	0.04805340605682034	0.026778140137076526	None	-0.026298378098607238	0.4075326026942224	
A15J1TJ75G35SR	None	-0.0009338515380440393	None	None	None	None	None	None	-0.3305709229214113	None	
A16K3CX6M52MR2	0.17434004717935503	-0.34448358756632563	-0.028081314554084677	-0.34844408481761463	0.11634313764966238	0.4568925880059595	-0.008904785339999863	-0.2175001027564134	-0.41580992263063904	0.16714422754756803	
A173XG3NZ7JPT7	0.37434004717935504	-0.10448358756632564	-0.10808131455408468	0.09155591518238536	-0.08365686235033762	0.09689258800595947	0.031095214660000127	0.1824998972435866	0.024190077369360914	0.16714422754756797	
A19MQR0LQ75OOT	None	-0.11481533754738478	None	None	None	None	None	None	None	None	
A1A6K4NF9JKUHE	-0.32565995282064497	0.05551641243367436	-0.14808131455408466	-0.1884440848176146	0.01634313764966238	-0.18310741199404057	-0.16890478533999992	0.08249989724358658	0.1441900773693609	0.067144227547568	
A1AZV2XOQK7RSW	0.1514443206924711	-0.2455760103194984	0.04722911611431141	-0.16085562843738196	0.15071549684281527	0.34384615788744344	None	0.004915998256357722	0.2952926356813822	0.006885310783131722	
A1C2T79XTDHE39	None	None	-0.300733288775754	None	None	None	-0.10014070177627916	None	None	None	
A1DBXS6YK8AF1X	None	-0.3798413295960567	None	None	None	None	None	None	0.04536458157411453	None	
A1DD3PZO5BO3EY	0.18248612188724642	0.11163881394617776	0.026878963591176357	-0.2742455839580608	0.15071549684281527	-0.009367021535632935	-0.09969487778163022	0.14777314111350057	0.10065639848730824	0.24378592636879612	
A1E3E1A65NPHY2	-0.0908221121863473	0.1826493543685278	-0.05682554124541014	0.05155591518238538	0.060917905485830835	-0.10310741199404055	-0.030787385209910333	-0.001119953368563344	0.027588152455418135	0.2407538277919859	
A1E8UHTVL7X3IT	0.13821805136803172	0.1953382661078359	0.25191868544591534	0.04084474734041108	-0.4271367826324899	0.17343809401763713	0.15109521466000014	0.014471231868130374	-0.15852475824996315	0.16617807697583345	
A1ECPX9J2UOXV4	0.15956289499974244	-0.0280050616674875	-0.13482122397923127	0.049335371382097225	0.3786954226635214	-0.07772720322477013	0.09556167818806412	-0.1272573515719248	0.0065173079286255054	-0.33802204412801684	
A1EGQAMPW9N5FT	-0.07479434544544858	-0.10334618905361395	0.07976182929462988	0.16379453907882544	0.2523434623484198	0.29451767693105535	0.1875194000452117	0.3244399080279732	-0.030961612759400254	-0.20133903316255533	
A1F0HIZYHTCJRB	None	None	None	None	None	None	None	None	None	None	
A1F7HH83A48D47	0.4570917241735823	-0.30221728628784356	-0.2971710604700144	0.33341278334428165	0.024337264706301542	0.3060678192092335	0.0926140904550113	0.08344437567296493	0.09272201839337543	0.09193534268109549	
A1FG2G9TZSDN	None	None	None	-0.25865378754969437	None	None	None	None	None	None	
A1GWCNUPQPA9JR	None	None	-0.08603205219482074	-0.2720517945421629	None	0.1319875836657877	0.12239652563119882	None	None	None	
A1H2Y2PDEQ7OWT	None	-0.23912875866344188	None	0.0854746133486373	-0.09320053732639633	None	None	0.26352899488045395	0.09601599330293935	None	
A1I1QEHJZ9XTKC	None	None	None	None	None	None	None	None	None	None	
A1J90TOSRZ3MJA	-0.040437105000257566	0.10583544725134399	-0.009821223979231268	-0.04842537592506909	0.027640820769246382	-0.03606053655810345	-0.02943832181193588	0.05629028824098414	-0.07909442748335324	-0.13802204412801683	
A1MJX6Q6BTWA6	0.17434004717935503	0.2155164124336743	0.17191868544591532	0.13155591518238535	0.01634313764966238	-0.06310741199404049	0.0710952146600001	-0.1175001027564134	0.02419007736936091	0.16714422754756803	
A1MXT2MRUNNEES	-0.2642542574424067	0.08907395616484676	0.054188935593969756	-0.08525930285448632	0.0423083705453879	-0.10877921735578759	-0.13568869482454843	-0.017500102756413415	0.09679003300837795	-0.06875988530638494	
A1N1ULK71RHVMM	-0.21265026445440596	0.3618247876884378	-0.06808131455408467	-0.22231314739643102	0.0893722543003682	-0.19523459012476055	-0.06173190589488169	-0.13794114460078516	0.16106597662850658	0.13267481525768499	
A1ODWYF1SFY8DB	None	0.3267116865681588	0.2074972264003859	0.097656342354108	None	0.05762360995118432	0.10914954924392667	None	-0.090787811830291	-0.04918899630755935	
A1QD52YU96AQQ3	None	None	None	None	None	None	None	None	None	None	
A1QEQ64E22TNUZ	None	None	None	None	None	None	None	None	None	None	
A1SR8X4ITOBUJ3	None	None	None	None	None	None	None	None	None	None	
